acc_full_T,accuracy,aurc,avg_slices,bound_satisfied,dataset,delta_hat,ece,energy_fixed_order_pj,energy_pj,energy_ratio,exit_rate,experiment,final_distinct,revisit_rate,risk_bound_thm1,risk_exited,seed,slice_utilization,ssp_overhead_frac,ssp_params,theta,variant
0.4812775254249573,0.5319383144378662,0.3619070053100586,7.142070293426514,True,modelnet10,0.012631051242351532,0.045740695725958236,11938.037760000001,5345.715056923828,0.4477884192019701,0.8524228930473328,A1_theta,16.0,0.0,0.63,0.4289405684754522,0,0.4463793933391571,0.003146633102580239,8576,0.3,baseline
0.4812775254249573,0.5297356843948364,0.3619070053100586,9.295153617858887,True,modelnet10,0.012631051242351532,0.045740695725958236,11938.037760000001,6957.260375488281,0.5827808987838451,0.6596916317939758,A1_theta,16.0,0.0,0.5399999999999999,0.3989983305509182,0,0.5809471011161804,0.0031466331025802393,8576,0.4,baseline
0.4812775254249573,0.526431679725647,0.3619070053100586,11.106827735900879,True,modelnet10,0.012631051242351532,0.045740695725958236,11938.037760000001,8313.266857246093,0.6963679479303383,0.5033039450645447,A1_theta,16.0,0.0,0.45,0.3479212253829322,0,0.6941767334938049,0.0031466331025802393,8576,0.5,baseline
0.4812775254249573,0.5077092051506042,0.3619070053100586,12.710351943969727,True,modelnet10,0.012631051242351532,0.045740695725958236,11938.037760000001,9513.476761523438,0.7969045627749327,0.3469162881374359,A1_theta,16.0,0.0,0.36,0.30158730158730157,0,0.7943969964981079,0.0031466331025802393,8576,0.6,baseline
0.4812775254249573,0.4988986551761627,0.3619070053100586,13.27532958984375,True,modelnet10,0.012631051242351532,0.045740695725958236,11938.037760000001,9936.35267625,0.832327127456665,0.28854623436927795,A1_theta,16.0,0.0,0.315,0.2900763358778626,0,0.8297080993652344,0.003146633102580239,8576,0.65,baseline
0.4812775254249573,0.49669602513313293,0.3619070053100586,13.7764310836792,True,modelnet10,0.012631051242351532,0.045740695725958236,11938.037760000001,10311.41840517578,0.8637448308067489,0.24008809030056,A1_theta,16.0,0.0,0.27,0.25688073394495414,0,0.86102694272995,0.0031466331025802393,8576,0.7,baseline
0.4812775254249573,0.48568278551101685,0.3619070053100586,14.305065155029297,False,modelnet10,0.012631051242351532,0.045740695725958236,11938.037760000001,10707.091788203126,0.8968887520257873,0.196035236120224,A1_theta,16.0,0.0,0.225,0.25280898876404495,0,0.894066572189331,0.003146633102580239,8576,0.75,baseline
0.4812775254249573,0.487885445356369,0.3619070053100586,14.77092456817627,False,modelnet10,0.012631051242351532,0.045740695725958236,11938.037760000001,11055.779434355469,0.9260968725864934,0.14647576212882996,A1_theta,16.0,0.0,0.17999999999999997,0.19548872180451127,0,0.9231827855110168,0.003146633102580239,8576,0.8,baseline
0.4812775254249573,0.48017618060112,0.3619070053100586,15.120043754577637,False,modelnet10,0.012631051242351532,0.045740695725958236,11938.037760000001,11317.089056738281,0.947985697838694,0.10462554544210434,A1_theta,16.0,0.0,0.135,0.16842105263157894,0,0.9450027346611023,0.0031466331025802393,8576,0.85,baseline
0.4812775254249573,0.4812775254249573,0.3619070053100586,15.385461807250977,False,modelnet10,0.012631051242351532,0.045740695725958236,11938.037760000001,11515.749840273438,0.9646266892251342,0.07819382846355438,A1_theta,16.0,0.0,0.08999999999999998,0.1267605633802817,0,0.961591362953186,0.003146633102580239,8576,0.9,baseline
0.4812775254249573,0.4867841303348541,0.3619070053100586,15.720263481140137,True,modelnet10,0.012631051242351532,0.045740695725958236,11938.037760000001,11766.343054238281,0.9856178453098041,0.045154184103012085,A1_theta,16.0,0.0,0.04500000000000004,0.024390243902439025,0,0.9825164675712585,0.003146633102580239,8576,0.95,baseline
